Fato;Categoria
Latrocínio;Atos infracionais contra o Patrimônio
Latrocínio;Atos infracionais contra o Patrimônio
Latrocínio;Atos infracionais contra o Patrimônio
Latrocínio;Atos infracionais contra o Patrimônio
Latrocínio;Atos infracionais contra o Patrimônio
Latrocínio ;Atos infracionais contra o Patrimônio
Latrocínio ;Atos infracionais contra o Patrimônio
Latrocínio;Atos infracionais contra o Patrimônio
Latrocínio;Atos infracionais contra o Patrimônio
Latrocínio ;Atos infracionais contra o Patrimônio
Latrocínio ;Atos infracionais contra o Patrimônio
Latrocínio;Atos infracionais contra o Patrimônio
Latrocínio;Atos infracionais contra o Patrimônio
Latrocínio;Atos infracionais contra o Patrimônio
Latrocínio ;Atos infracionais contra o Patrimônio
Latrocínio;Atos infracionais contra o Patrimônio
Latrocínio;Atos infracionais contra o Patrimônio
Latrocínio;Atos infracionais contra o Patrimônio
Latrocínio;Atos infracionais contra o Patrimônio
Latrocínio;Atos infracionais contra o Patrimônio
Latrocínio;Atos infracionais contra o Patrimônio
LESAO CORPORAL;Atos infracionais contra a Integridade Física e Psicológica
Art. 129 CP;Atos infracionais contra a Integridade Física e Psicológica
Art. 129 C.P.;Atos infracionais contra a Integridade Física e Psicológica
        Lesão Corporal.;Atos infracionais contra a Integridade Física e Psicológica
129;Atos infracionais contra a Integridade Física e Psicológica
129;Atos infracionais contra a Integridade Física e Psicológica
Lesão Corporal;Atos infracionais contra a Integridade Física e Psicológica
Lesão Corporal;Atos infracionais contra a Integridade Física e Psicológica
Lesão Corporal ;Atos infracionais contra a Integridade Física e Psicológica
Lesão Corporal;Atos infracionais contra a Integridade Física e Psicológica
Lesão Corporal;Atos infracionais contra a Integridade Física e Psicológica
Lesão Corporal;Atos infracionais contra a Integridade Física e Psicológica
Lesão Corporal;Atos infracionais contra a Integridade Física e Psicológica
Lesão Corporal;Atos infracionais contra a Integridade Física e Psicológica
Lesão Corporal;Atos infracionais contra a Integridade Física e Psicológica
AGREÇÃO;Atos infracionais contra a Integridade Física e Psicológica
Não informado;Fato atípico - Condutas meramente informativas
Lib. Em 04/01/16;Fato atípico - Condutas meramente informativas
Não informado;Fato atípico - Condutas meramente informativas
2;Fato atípico - Condutas meramente informativas
Liberado em 16/11/2016 as 18.30;Fato atípico - Condutas meramente informativas
Regressão de MSE;Fato atípico - Condutas meramente informativas
Regressão de MSE;Fato atípico - Condutas meramente informativas
Não informado;Fato atípico - Condutas meramente informativas
Liberado as 18.30h 18/01/2016;Fato atípico - Condutas meramente informativas
Liberado em 14/11/16 as 19.00h;Fato atípico - Condutas meramente informativas
Descumprimento de medida;Fato atípico - Condutas meramente informativas
Não informado;Fato atípico - Condutas meramente informativas
Não informado;Fato atípico - Condutas meramente informativas
42502;Fato atípico - Condutas meramente informativas
Não informado;Fato atípico - Condutas meramente informativas
Não informado;Fato atípico - Condutas meramente informativas
INTERNAÇÃO-SANÇÃO;Fato atípico - Condutas meramente informativas
42570;Fato atípico - Condutas meramente informativas
3;Fato atípico - Condutas meramente informativas
4;Fato atípico - Condutas meramente informativas
Não informado;Fato atípico - Condutas meramente informativas
Regressão de Medida;Fato atípico - Condutas meramente informativas
Lib. Em 27/10/2016 LA;Fato atípico - Condutas meramente informativas
Regressão de MSE;Fato atípico - Condutas meramente informativas
Descumprimento de Medida;Fato atípico - Condutas meramente informativas
Busca e Apreensão;Fato atípico - Condutas meramente informativas
Regressão de medida socioeducativa;Fato atípico - Condutas meramente informativas
Med. sanção;Fato atípico - Condutas meramente informativas
Med. sanção;Fato atípico - Condutas meramente informativas
Art. 122, II e III do ECA e Art 43, § II e III Lei SINASE;Fato atípico - Condutas meramente informativas
Art. 122, II e III do ECA e Art 43, § II e III Lei SINASE;Fato atípico - Condutas meramente informativas
Não informado;Fato atípico - Condutas meramente informativas
Não informado;Fato atípico - Condutas meramente informativas
DESCUMPRIMENTO ;Fato atípico - Condutas meramente informativas
Não informado;Fato atípico - Condutas meramente informativas
42736;Fato atípico - Condutas meramente informativas
Não informado;Fato atípico - Condutas meramente informativas
Art.108 e 174 Eca;Fato atípico - Condutas meramente informativas
Art.108 e 174 Eca;Fato atípico - Condutas meramente informativas
Não informado;Fato atípico - Condutas meramente informativas
Não informado;Fato atípico - Condutas meramente informativas
liberado em 08.08.16;Fato atípico - Condutas meramente informativas
Descumprimento de medida;Fato atípico - Condutas meramente informativas
Não informado;Fato atípico - Condutas meramente informativas
Liberado em 17/05/2016;Fato atípico - Condutas meramente informativas
5;Fato atípico - Condutas meramente informativas
6;Fato atípico - Condutas meramente informativas
33;Fato atípico - Condutas meramente informativas
7;Fato atípico - Condutas meramente informativas
42717;Fato atípico - Condutas meramente informativas
Mandado de Busca e Apreensão em Aberto;Fato atípico - Condutas meramente informativas
Não informado;Fato atípico - Condutas meramente informativas
Não informado;Fato atípico - Condutas meramente informativas
Regressão de Medida;Fato atípico - Condutas meramente informativas
Art. 122 paragrafo III;Fato atípico - Condutas meramente informativas
Não informado;Fato atípico - Condutas meramente informativas
Não informado;Fato atípico - Condutas meramente informativas
Liberado 26/02/2016 as 19.00h;Fato atípico - Condutas meramente informativas
Não informado;Fato atípico - Condutas meramente informativas
8;Fato atípico - Condutas meramente informativas
Não informado;Fato atípico - Condutas meramente informativas
Não informado;Fato atípico - Condutas meramente informativas
Regressão de Medida;Fato atípico - Condutas meramente informativas
Liberação judicial;Fato atípico - Condutas meramente informativas
Não informado;Fato atípico - Condutas meramente informativas
42577;Fato atípico - Condutas meramente informativas
Não informado;Fato atípico - Condutas meramente informativas
Não informado;Fato atípico - Condutas meramente informativas
42399;Fato atípico - Condutas meramente informativas
Sanção;Fato atípico - Condutas meramente informativas
42677;Fato atípico - Condutas meramente informativas
Sem informações;Fato atípico - Condutas meramente informativas
Não informado;Fato atípico - Condutas meramente informativas
liberado em 01.08.16;Fato atípico - Condutas meramente informativas
Não informado;Fato atípico - Condutas meramente informativas
Art. 122, inciso III, §1º do ECA.;Fato atípico - Condutas meramente informativas
8;Fato atípico - Condutas meramente informativas
Art. 21 ;Fato atípico - Condutas meramente informativas
Descumprimento de Medida;Fato atípico - Condutas meramente informativas
Descumprimento de Medida;Fato atípico - Condutas meramente informativas
21/12/2016 lib. As 19.30h;Fato atípico - Condutas meramente informativas
Mandato de Busca;Fato atípico - Condutas meramente informativas
Descumprimento de Medida;Fato atípico - Condutas meramente informativas
Não informado;Fato atípico - Condutas meramente informativas
Não informado;Fato atípico - Condutas meramente informativas
lib. 01/03/2016;Fato atípico - Condutas meramente informativas
28;Fato atípico - Condutas meramente informativas
Descumprimento de Medida;Fato atípico - Condutas meramente informativas
33;Fato atípico - Condutas meramente informativas
Transf. CASE São Jose 17/02/15;Fato atípico - Condutas meramente informativas
42500;Fato atípico - Condutas meramente informativas
9;Fato atípico - Condutas meramente informativas
Regressão;Fato atípico - Condutas meramente informativas
Transf. Curitibanos 14/01/16;Fato atípico - Condutas meramente informativas
Não informado;Fato atípico - Condutas meramente informativas
X;Fato atípico - Condutas meramente informativas
"Mandato de 
Busca e
 apreensão";Fato atípico - Condutas meramente informativas
10;Fato atípico - Condutas meramente informativas
Art.184 Eca;Fato atípico - Condutas meramente informativas
Art.184 Eca;Fato atípico - Condutas meramente informativas
Descumprimento de Medida;Fato atípico - Condutas meramente informativas
Sem informações;Fato atípico - Condutas meramente informativas
Não informado;Fato atípico - Condutas meramente informativas
Regressão de Medida;Fato atípico - Condutas meramente informativas
Não informado;Fato atípico - Condutas meramente informativas
12;Fato atípico - Condutas meramente informativas
Não informado;Fato atípico - Condutas meramente informativas
DESCUMPRIMENTO ;Fato atípico - Condutas meramente informativas
13;Fato atípico - Condutas meramente informativas
Descumprimento de Medida;Fato atípico - Condutas meramente informativas
15;Fato atípico - Condutas meramente informativas
14;Fato atípico - Condutas meramente informativas
Des. de medida;Fato atípico - Condutas meramente informativas
Descumprimento. De medida;Fato atípico - Condutas meramente informativas
Descumprimento de Medida;Fato atípico - Condutas meramente informativas
Descumprimento de Medida;Fato atípico - Condutas meramente informativas
21;Fato atípico - Condutas meramente informativas
16;Fato atípico - Condutas meramente informativas
Liberado LA em 22/06/2016;Fato atípico - Condutas meramente informativas
Regressão de medida socioeducativa;Fato atípico - Condutas meramente informativas
Não informado;Fato atípico - Condutas meramente informativas
Não informado;Fato atípico - Condutas meramente informativas
42709;Fato atípico - Condutas meramente informativas
Não informado;Fato atípico - Condutas meramente informativas
Sanção;Fato atípico - Condutas meramente informativas
42723;Fato atípico - Condutas meramente informativas
Descumprimento de medida;Fato atípico - Condutas meramente informativas
Descumprimento de Medida;Fato atípico - Condutas meramente informativas
17;Fato atípico - Condutas meramente informativas
18;Fato atípico - Condutas meramente informativas
Descumprimento de Medida;Fato atípico - Condutas meramente informativas
Descumprimento. De Medida;Fato atípico - Condutas meramente informativas
19;Fato atípico - Condutas meramente informativas
Não informado;Fato atípico - Condutas meramente informativas
Busca e apreensão;Fato atípico - Condutas meramente informativas
Busca e apreensão;Fato atípico - Condutas meramente informativas
Des. de medida;Fato atípico - Condutas meramente informativas
Não informado;Fato atípico - Condutas meramente informativas
Não informado;Fato atípico - Condutas meramente informativas
Não informado;Fato atípico - Condutas meramente informativas
Transf. Joaçaba 08/01/2016;Fato atípico - Condutas meramente informativas
Art. 43, §4º, lei 12594 ;Fato atípico - Condutas meramente informativas
11;Fato atípico - Condutas meramente informativas
12;Fato atípico - Condutas meramente informativas
Não informado;Fato atípico - Condutas meramente informativas
Não informado;Fato atípico - Condutas meramente informativas
Porte de Arma ;Atos infracionais que envolvem armas de fogo
Porte ilegal arma;Atos infracionais que envolvem armas de fogo
"Porte ilegal
arma";Atos infracionais que envolvem armas de fogo
Porte Ilegal de Arma;Atos infracionais que envolvem armas de fogo
PORTE;Atos infracionais que envolvem armas de fogo
Porte de Arma;Atos infracionais que envolvem armas de fogo
Porte Ilegal de Armas ;Atos infracionais que envolvem armas de fogo
Porte Arma;Atos infracionais que envolvem armas de fogo
Receptação;Atos infracionais contra o Patrimônio
Interceptação ;Atos infracionais contra o Patrimônio
Receptação;Atos infracionais contra o Patrimônio
Art. 158;Atos infracionais contra o Patrimônio
Art. 180 C.P.;Atos infracionais contra o Patrimônio
RECEPTAÇÃO;Atos infracionais contra o Patrimônio
Art. 180;Atos infracionais contra o Patrimônio
157;Atos infracionais contra o Patrimônio
157;Atos infracionais contra o Patrimônio
ART. 157, §2,  II CP;Atos infracionais contra o Patrimônio
ART. 157, §2,  II CP;Atos infracionais contra o Patrimônio
Roubo;Atos infracionais contra o Patrimônio
Roubo;Atos infracionais contra o Patrimônio
157;Atos infracionais contra o Patrimônio
ROUBO;Atos infracionais contra o Patrimônio
Roubo;Atos infracionais contra o Patrimônio
Roubo;Atos infracionais contra o Patrimônio
ROUBO;Atos infracionais contra o Patrimônio
Roubo;Atos infracionais contra o Patrimônio
157 Roubo ;Atos infracionais contra o Patrimônio
Roubo;Atos infracionais contra o Patrimônio
Art.157;Atos infracionais contra o Patrimônio
Roubo/regressão de medida;Atos infracionais contra o Patrimônio
Roubo/regressão de medida;Atos infracionais contra o Patrimônio
157 Roubo ;Atos infracionais contra o Patrimônio
Assalto;Atos infracionais contra o Patrimônio
157 Roubo;Atos infracionais contra o Patrimônio
Assalto ;Atos infracionais contra o Patrimônio
Assalto ;Atos infracionais contra o Patrimônio
157;Atos infracionais contra o Patrimônio
157;Atos infracionais contra o Patrimônio
Assalto;Atos infracionais contra o Patrimônio
Assalto;Atos infracionais contra o Patrimônio
Roubo;Atos infracionais contra o Patrimônio
Assalto;Atos infracionais contra o Patrimônio
Assalto;Atos infracionais contra o Patrimônio
